Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
2154,-126.93, 10.29, -9.60, -219.70, 263.35, 1012.65;
2162,-126.74, 10.26, -9.54, -159.08, 179.93, 1446.23;
2170,-126.52, 10.22, -9.42, -66.44, 166.84, 1221.20;
2178,-126.26, 10.19, -9.28, -112.03, 138.71, 1353.11;
2185,-125.99, 10.14, -9.09, -48.01, 229.40, 848.24;
2193,-125.69, 10.11, -8.86, -11.64, 191.57, 653.28;
2201,-125.38, 10.07, -8.62, -26.67, -333.67, 857.46;
2209,-125.08, 10.10, -8.19, -7.76, 789.56, 1357.48;
2217,-124.75, 10.18, -7.92, -124.16, -593.14, 394.78;
2225,-124.42, 10.25, -7.67, -39.28, -190.12, -81.48;
2232,-124.09, 10.34, -7.39, -54.80, 268.68, 739.61;
2240,-123.74, 10.47, -7.15, 12.61, -28.13, -206.12;
2248,-123.37, 10.60, -6.85, 71.29, -2.91, 545.61;
2256,-123.00, 10.76, -6.52, 180.90, -187.21, 584.41;
2264,-122.61, 10.84, -6.21, 121.73, -688.68, 2854.64;
2271,-122.36, 10.79, -5.17, 584.89, 1935.10, 615.93;
2279,-122.16, 10.91, -5.24, 83.42, -1556.81, 1210.53;
2287,-121.95, 10.91, -5.17, 309.42, 27.16, 164.90;
2295,-121.78, 10.94, -5.09, 255.10, -923.90, 1567.96;
2303,-121.67, 10.87, -4.80, 135.80, 19.88, 2058.77;
2311,-121.63, 10.79, -4.67, -186.24, -484.02, 398.66;
2319,-121.63, 10.70, -4.75, -142.10, -679.47, 888.50;
2327,-121.64, 10.63, -4.79, -203.69, -484.02, 1745.47;
2334,-121.65, 10.57, -4.92, -275.47, -264.32, 1019.44;
2342,-121.66, 10.51, -4.88, -227.46, 100.88, 1170.27;
2350,-121.68, 10.46, -4.88, -167.81, -361.32, 1528.68;
2358,-121.70, 10.41, -4.90, -133.86, -96.03, 1019.93;
2366,-121.71, 10.31, -4.81, 119.79, 329.79, 932.15;
2374,-121.75, 10.26, -4.84, 173.63, 129.49, 1285.70;
2381,-121.78, 10.25, -4.92, -14.55, -231.82, 1105.77;
2389,-121.81, 10.26, -4.98, -47.53, -45.59, 874.43;
2397,-121.84, 10.25, -5.05, -66.93, -108.15, 1052.91;
2405,-121.86, 10.25, -5.09, -63.05, -2.91, 1039.33;
2413,-121.88, 10.26, -5.15, -48.98, -23.28, 1164.94;
2421,-121.90, 10.25, -5.30, 13.09, -126.10, 1022.35;
